Investment Name,Capital Committed,Unfunded Commitment,Paid-in Capital/Capital Drawn,Total Capital Distributed,Reported Market Value,Net IRR,Date,Capital Distributed Per Quarter
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.2524068587337495,0.21195450502073224,0.3510174483492423,0.06446326000410724,0.8182038300682368,2017-03-31,0.09276535780289438
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.2524068587337495,0.21195450502073224,0.3586126407052716,0.06800636099916661,0.8182643627558882,2017-06-30,0.08254273326381152
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.2524068587337495,0.21195450502073224,0.36476027716190274,0.0661080276923269,0.8182772030229657,2017-09-30,0.07947562056946594
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.2524068587337495,0.21195450502073224,0.37919933053135363,0.06243419620185037,0.8183248954435395,2017-12-31,0.09704365374731656
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.25261525639994453,0.21195450502073224,0.38606641932217745,0.05873304133497952,0.8183303984151442,2018-03-31,0.08100001170910798
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.25261525639994453,0.21195450502073224,0.3983391205717264,0.05053064574082213,0.8183395700344852,2018-06-03,0.0924535401011796
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.25261525639994453,0.21195450502073224,0.4010421195767604,0.04739765310412357,0.8183285640912759,2018-09-30,0.07217704836261453
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.25261525639994453,0.21195450502073224,0.4010421195767604,0.048461085941911404,0.8183285640912759,2018-12-31,0.06644987570932365
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.25261525639994453,0.21195450502073224,0.4057276912281902,0.04664206949747936,0.8183359013867488,2019-03-31,0.0763777660922377
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.25261525639994453,0.21195450502073224,0.4080343096323063,0.041651772546790415,0.8183157238241984,2019-06-30,0.07133718858699344
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.25261525639994453,0.21195450502073224,0.40877021892119325,0.040655485515430106,0.8183102208525938,2019-09-30,0.06800913619989972
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.25261525639994453,0.21195450502073224,0.40877021892119325,0.04084946098797604,0.8183065522048573,2019-12-31,0.06644987570932365
"Cerberus Institutional Partners, L.P.",0.24542191726448595,0.25261525639994453,0.21195450502073224,0.4099147314649777,0.034644120138841876,0.8182698657274928,2020-09-30,0.06887489359867653
CVC European Equity Partners Tandem Fund L.P.,0.11335399158817297,0.361587773562468,0.013112140246087763,8.116870379370075e-06,0.0180925909979426,0.8167858977181011,2007-06-30,0.06644987570932365
CVC European Equity Partners Tandem Fund L.P.,0.11945948744730212,0.3554874574167966,0.02312940832149383,0.0005998029007422012,0.028784143253071173,0.8182717000513611,2007-09-30,0.06770355284576254
CVC European Equity Partners Tandem Fund L.P.,0.12211783617433121,0.3431406569112815,0.03508229528079828,0.0005998029007422012,0.04092311989077022,0.8175673196859637,2007-12-31,0.06644987570932365
CVC European Equity Partners Tandem Fund L.P.,0.13079677714009882,0.3522838995726728,0.03536633329287989,0.001640358627142847,0.04181274325492436,0.8185633575464083,2008-03-31,0.0686546276494347
CVC European Equity Partners Tandem Fund L.P.,0.1301029865879278,0.3480799421703796,0.03806428731211523,0.001640358627142847,0.04195540466517864,0.8165602758823098,2008-06-30,0.06644987570932365
CVC European Equity Partners Tandem Fund L.P.,0.11974558691964866,0.300479403196865,0.06646616198363643,0.001640358627142847,0.06570184359166902,0.8143682588597843,2008-09-30,0.06644987570932365
CVC European Equity Partners Tandem Fund L.P.,0.11898627255811675,0.29810197755932183,0.06767705906659277,0.00204221811556681,0.04841103115634532,0.8091367671876146,2008-12-31,0.06730134427008926
CVC European Equity Partners Tandem Fund L.P.,0.11629669560455594,0.29824079710614165,0.06526066035001937,0.0020948763121529735,0.04428544731904847,0.810147479639005,2009-03-31,0.0665614490332125
CVC European Equity Partners Tandem Fund L.P.,0.11983622429102671,0.30211755582650474,0.06526066035001937,0.002190168370406778,0.04820600333411963,0.812121212121212,2009-06-30,0.06665178257983695
CVC European Equity Partners Tandem Fund L.P.,0.12234955188731225,0.2971341273275632,0.07132092537472026,0.0025221010205124677,0.055294196738595106,0.8130383740553232,2009-09-30,0.06715318177524494
CVC European Equity Partners Tandem Fund L.P.,0.12163817248595836,0.2849895542426473,0.0802241736381969,0.0025221010205124677,0.0697193229149016,0.8144251228996991,2009-12-31,0.06644987570932365
CVC European Equity Partners Tandem Fund L.P.,0.11872330188783016,0.2824881015450566,0.07968276523877008,0.0025742924970518174,0.06615728005504926,0.8142893829334508,2010-03-31,0.06656046013670018
CVC European Equity Partners Tandem Fund L.P.,0.11414117278142696,0.2774694082260909,0.07968276523877008,0.0028064485180191007,0.0748805066458007,0.8156559542152763,2010-06-30,0.06694177289911336
